1 63.40
2 73.50
3 76.90
4 84.80
5 89.00
6 85.90
7 87.40
8 92.40
9 91.90
10 93.10
11 94.50
12 88.50
13 91.30
14 94.80
15 95.30
16 95.30
17 87.80
18 94.30
19 94.90
20 94.80
21 95.30
22 94.60
23 94.20
24 95.40
25 95.70
26 5.60
27 5.60
28 5.60
29 5.60
30 5.60
31 5.60
32 5.60
33 5.60
34 5.60
35 5.60
36 5.60
37 5.60
38 5.60
39 5.60
40 5.60
41 5.60
42 5.60
43 5.60
44 5.60
45 5.60
46 5.60
47 5.60
48 5.60
49 5.60
50 5.60
